0,1,14.10,false,12.69,15.87,11.99,15.87,
1,8,41.70,false,39.63,49.54,-26.78,49.54,
2,2,20.50,false,19.87,24.84,15.60,24.84,
3,74,437.09,false,424.82,527.24,-7461.46,527.24,
4,2,23.96,false,21.43,26.79,15.46,26.79,
5,5,31.99,false,30.05,37.57,1.15,37.57,
6,3,18.50,false,15.84,19.79,5.87,19.79,
7,8,57.61,false,55.45,69.31,-41.10,69.31,
8,6,43.23,false,39.31,49.14,-0.04,49.14,
9,9,83.16,false,76.56,95.69,-45.79,95.69,
10,1,14.62,false,11.68,14.60,10.21,14.60,
11,4,24.36,false,21.39,26.74,-0.05,26.74,
12,8,44.86,false,41.27,51.59,-39.25,51.59,
13,59,320.44,false,313.88,391.32,-4694.06,391.32,
14,1,15.98,false,13.05,16.31,11.59,16.31,
15,10,47.68,false,44.57,55.71,-76.99,55.71,
16,9,48.89,false,47.56,59.46,-72.48,59.46,
17,1,14.80,false,12.08,15.10,10.72,15.10,
18,2,20.22,false,17.71,22.14,11.23,22.14,
19,13,82.64,false,79.07,98.84,-182.67,98.84,
20,1,11.02,false,10.18,12.73,9.76,12.73,
21,2,18.41,false,15.46,19.33,9.72,19.33,
22,11,75.31,false,72.43,90.37,-110.55,90.37,
23,4,19.06,false,16.58,20.73,-2.01,20.73,
24,25,159.30,false,155.78,193.84,-847.76,193.84,
25,5,41.86,false,38.87,48.58,6.18,48.58,
26,23,123.86,false,119.13,148.63,-569.32,148.63,
27,9,64.65,false,59.03,73.41,-78.90,73.41,
28,3,22.81,false,20.26,25.33,6.42,25.33,
29,1,16.15,false,13.89,17.36,12.75,17.36,
30,3,19.52,false,16.61,20.76,1.60,20.76,
31,1,13.48,false,11.04,13.80,9.82,13.80,
32,4,23.22,false,20.36,25.45,2.04,25.45,
33,13,79.40,false,76.60,95.75,-123.61,95.75,
34,1,12.63,false,10.57,13.21,9.54,13.21,
35,3,18.73,false,15.81,19.76,3.53,19.76,
36,15,101.61,false,98.14,122.68,-229.09,122.68,
37,3,48.87,false,46.53,58.17,25.42,58.17,
38,1,14.47,false,12.09,15.11,10.90,15.11,
39,3,21.91,false,18.95,23.68,5.61,23.68,
40,2,23.83,false,21.02,26.28,14.73,26.28,
41,2,22.92,false,20.01,25.01,11.82,25.01,
42,3,18.92,false,15.96,19.95,3.04,19.95,
43,17,101.41,false,96.65,120.81,-312.52,120.81,
44,2,26.49,false,23.91,29.89,16.56,29.89,
45,23,127.01,false,124.27,155.34,-543.99,155.34,
46,4,39.05,false,36.84,46.05,9.93,46.05,
47,5,34.37,false,32.42,40.52,9.34,40.52,
48,4,25.09,false,22.46,28.08,4.88,28.08,
