0,1,11.46,false,10.84,13.55,10.53,13.55,
1,5,25.54,false,25.41,31.77,7.47,31.77,
2,5,36.89,false,35.31,44.14,7.79,44.14,
3,7,53.23,false,50.45,63.07,-8.54,63.07,
4,18,126.85,false,122.79,153.48,-516.08,153.48,
5,2,18.40,false,18.39,22.99,14.04,22.99,
6,2,22.86,false,22.63,28.29,18.17,28.29,
7,2,15.36,false,15.19,18.99,11.31,18.99,
8,9,44.98,false,44.38,55.47,-30.88,55.47,
9,12,74.69,false,74.22,91.65,-88.19,91.65,
10,4,18.77,false,18.05,22.56,3.41,22.56,
11,13,78.47,false,77.99,97.49,-151.26,97.49,
12,6,35.60,false,34.65,43.31,-0.26,43.31,
13,4,17.07,false,15.74,19.67,-0.41,19.67,
14,17,89.48,false,86.43,108.03,-330.85,108.03,
15,7,46.37,false,46.31,57.89,-16.74,57.89,
16,4,23.65,false,23.61,29.51,8.93,29.51,
17,2,35.07,false,34.87,43.59,30.01,43.59,
18,1,10.97,false,10.37,12.96,10.06,12.96,
19,2,14.08,false,14.01,17.51,10.43,17.51,
20,2,18.98,false,18.70,23.37,14.08,23.37,
21,15,94.93,false,91.12,113.90,-213.49,113.90,
22,1,11.45,false,11.42,14.28,11.41,14.28,
23,3,37.87,false,37.71,47.14,24.75,47.14,
24,14,75.91,false,75.59,94.49,-142.86,94.49,
25,2,16.68,false,16.60,20.75,12.35,20.75,
26,4,19.58,false,19.57,24.46,5.55,24.46,
27,39,185.66,false,179.83,224.79,-1757.59,224.79,
28,1,13.34,false,13.02,16.28,12.86,16.28,
29,9,46.51,false,46.24,57.80,-29.86,57.80,
30,14,82.84,false,82.74,103.42,-165.47,103.42,
31,1,12.48,false,11.08,13.85,10.38,13.85,
32,3,14.71,false,14.00,17.50,5.22,17.50,
33,1,12.11,false,11.50,14.38,11.20,14.38,
34,1,10.59,false,10.45,13.06,10.38,13.06,
35,4,42.15,false,40.01,47.43,-2.12,47.43,
36,20,133.22,false,129.60,162.00,-470.43,162.00,
37,4,24.41,false,22.81,28.51,3.67,28.51,
38,3,19.90,false,19.83,24.79,13.14,24.79,
39,6,70.38,false,67.55,84.44,21.91,84.44,
40,1,13.64,false,13.08,16.35,12.81,16.35,
41,2,13.78,false,13.63,17.03,10.53,17.03,
42,49,244.15,false,242.91,303.28,-2729.68,303.28,
43,11,80.83,false,78.62,98.27,-109.94,98.27,
44,1,11.42,false,10.83,13.54,10.53,13.54,
45,2,15.44,false,15.15,18.93,10.65,18.93,
46,28,155.49,false,150.28,186.71,-987.23,186.71,
